county,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,degree_centrality_avg,edge_density_km,edge_length_avg,edge_length_total,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion,intersection_count,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg
San Juan County,08111,1003.660601,3.0419354838709673,0.0292193956928769,1.2954474272235152,0.06559139784946237,0.0007900740016423645,0.03460410557184757,272.3311732349249,661.8113050847454,273328,42,0.2709677419354839,75,0.4838709677419355,38,0.24516129032258063,113,0.11258786076429834,5.329032258064516,413,155,0.15443467626961277,0.02217347918604047,0.0010702007882893497,0.01937046004842615,137.09844330135272,649.0580471698117,137600.3060000001,212,2.703225806451613
San Miguel County,08113,3332.606125,2.7631153618030795,0.014281659602709565,1.1977346055232119,0.049525504151838526,0.0013636616098597317,0.0020731477478076934,1296.9364214920595,825.4733120702863,4322178,785,0.34919928825622776,1300,0.5782918149466192,152,0.06761565836298933,1463,0.43899577241519955,4.658362989323844,5236,2248,0.6745471608949888,0.0015156706481205603,6.713211600429645e-05,0.00878533231474408,651.6493241456782,820.1248221299084,2171690.5289999973,2648,2.3656583629893237
Sedgwick County,08115,1419.419128,3.233286908077995,0.023326473215232887,1.0149799820243899,0.040389972144846784,0.0017472696285381376,0.008294386623310439,1638.4966061976322,1089.327130679158,2325713,91,0.12674094707520892,317,0.4415041782729805,291,0.4052924791086351,627,0.44172999196048596,5.947075208913649,2135,718,0.5058407244459792,0.0037402934225068286,0.00021207269595302633,0.000936768149882904,847.4307484462756,1110.6735124653737,1202859.4139999999,1083,3.1253481894150417
Summit County,08117,1575.590697,2.7041702248790114,0.02107924172545678,1.2084893957874447,0.047623114147452184,0.000719549393212936,0.001987370276484489,1157.0028888029176,334.6114148311312,1822962,706,0.30145175064047824,1318,0.5627668659265584,302,0.12894961571306576,1636,1.0383407334880956,4.6524338172502135,5448,2342,1.4864266490398044,0.0017256126809551142,6.45019865005999e-05,0.020190895741556535,640.5961535072461,336.66355570380284,1009317.3400000009,2998,2.5256191289496157
Teller County,08119,1442.734233,2.817371539483089,0.01775851460903274,1.2303427595037215,0.017723975891306597,0.0002659125712990535,0.0014107602979583139,2065.2649315766084,396.8604710974927,2979628,1210,0.3708243947287772,1754,0.5375421391357647,296,0.09071406680968434,2053,1.4229925048156808,4.601900091939933,7508,3263,2.261677809651031,0.00111205156172092,4.606596646397642e-05,0.0034629728289824187,1050.3181551664215,396.4756562009424,1515329.958000002,3822,2.348145878026356
Washington County,08121,6521.806786,3.1166747888239117,0.010885905671013626,1.0195772987202003,0.02867121507472388,0.001152229414183741,0.002704428876514297,1270.5429997999324,1456.024592865928,8286235,472,0.2300194931773879,979,0.4770955165692008,590,0.2875243664717349,1578,0.24195748996848615,5.546783625730995,5691,2052,0.3146367360046474,0.0015516277834121467,7.37205728597605e-05,0.0021085925144965737,636.7472179510828,1454.5507274956192,4152742.3269999926,2855,2.8201754385964914
Weld County,08123,10323.705895,2.982133813999426,0.02990131953332256,1.0425629381482535,0.04315265439251574,0.0006968988314863827,0.0003389205027640924,1691.8146356202367,427.15147660739837,17465796,3602,0.23187846015192481,8696,0.5598043002446247,3135,0.2018153727307841,11931,1.1556896449150542,5.264452169434788,40889,15534,1.5046922256399673,0.0002489714199240446,9.69204672068021e-06,0.004133140942551786,872.8035455140185,425.2473976119672,9010567.107999973,21189,2.738380327024591
Yuma County,08125,6123.763472,2.9007832788808017,0.028505494324696356,1.0452696640050172,0.04821144341124255,0.0006285075346033959,0.0014125187905179874,1428.4365498432778,782.485693353607,8747407,593,0.14903242020608193,2285,0.5742648906760492,812,0.20407137471726564,3386,0.5529279527992847,5.618999748680573,11179,3979,0.6497638287620656,0.000756062523705457,3.773822252971885e-05,0.03506574827802129,720.3687012358225,762.289189390014,4411367.539000011,5787,2.834129178185474
Fairfield County,09001,1618.664433,2.8210202492211693,0.024929675771239338,1.09095069914786,0.04100548879988098,0.0006197626203375823,0.00015547305508006306,9840.025338346386,198.8526434492757,15927699,7911,0.24644859813084113,21040,0.6554517133956387,2934,0.0914018691588785,24189,14.943801511205505,4.990529595015576,80098,32100,19.831164103919,0.00012684664648182468,4.684231188693466e-06,0.016354965167669606,5211.122138123832,199.63216957375712,8435058.06099996,42253,2.5986604361370715
Hartford County,09003,1903.983151,2.809307343110892,0.025571078231979464,1.0915320263974948,0.04784121520502832,0.001368339332627369,0.00019228980214960802,7743.961922276565,214.67594161498138,14744373,5326,0.19926668662077224,18167,0.679699191858725,2894,0.10827596527985633,21402,11.24064568993657,5.139329542053278,68682,26728,14.037939351491667,0.00014773203841360764,5.631768446099352e-06,0.01924812905855974,4208.856998440958,218.25887378799482,8013592.810000017,36716,2.706487578569291
Litchfield County,09005,2384.058125,2.8133121831357686,0.01948918927836018,1.0803307143682432,0.045273863954464214,0.0013165533843881576,0.0004564303458453414,3798.767707477785,345.5485908657345,9056483,3069,0.2863674535784268,6964,0.6498087151255015,658,0.06139777922926192,7648,3.2079754766885142,4.891107586078194,26209,10717,4.495276305396287,0.0003137339779015966,1.4021073824031058e-05,0.0114464496928536,1938.6519269533367,344.7604712815164,4621858.878000009,13406,2.4879163945133898
Middlesex County,09007,956.493768,2.777552313225422,0.023307657147411752,1.0907835712100926,0.04605198626777792,0.0013495008248772618,0.0005941768860980846,5325.805600021445,257.7985762145755,5094099,2319,0.284330554193232,5347,0.655590975968612,472,0.05787150564001962,5837,6.102496634353398,4.845512506130456,19760,8156,8.526976623228768,0.0004739374622567776,1.8489490189797897e-05,0.018572874493927125,2815.2423435340106,261.53474718337185,2692761.7569999965,10296,2.4911721432074545
New Haven County,09009,1565.653728,2.832651885256211,0.023391436084064084,1.0877196626629702,0.04250281848929044,0.0008597592295022223,0.0001908552272474456,8807.290134718722,204.07533977119667,13789166,5899,0.22168357760240512,17908,0.6729800826756859,2657,0.09984968057121382,20711,13.228340104587929,5.078466741826381,67569,26610,16.996095320510104,0.00015143467060525214,5.657680424889639e-06,0.009900990099009901,4730.503096914697,207.87947145503654,7406329.809000041,35628,2.6582863585118375
New London County,09011,1722.708285,2.78933002481384,0.022767007039533205,1.0834208325380732,0.04826007326007272,0.0011362312915803496,0.0004393744476598561,4525.375620399971,278.7237066142311,7795902,2844,0.25203828429634884,7440,0.6593406593406593,922,0.08170861396667849,8440,4.89926244245119,4.957461892945764,27970,11284,6.550151350784269,0.00040751111599473784,1.3357499365192832e-05,0.01637468716481945,2416.636604844566,282.97715477161535,4163159.9010000047,14712,2.5789613612194255
Tolland County,09013,1062.807475,2.7970707817409237,0.01740825645056135,1.082710256106144,0.049744347933222806,0.0019073071928971308,0.0009166649301706953,4388.4313506545095,347.6229889692151,4664057,1369,0.2530031417482905,3687,0.6813897615967474,340,0.06283496581038625,4042,3.8031347116748493,4.959157272223249,13417,5411,5.0912325395528475,0.0005638940366358233,2.7968456809995637e-05,0.014608332712230752,2272.301575598159,348.48760461760486,2415019.1000000015,6930,2.5551654038070595
Windham County,09015,1328.250338,2.8259108373079225,0.018661249806636228,1.0638179655413227,0.053365129835718395,0.001563193337001726,0.0009997633116647835,3621.3987223543813,380.0967267483189,4810124,1201,0.2386724960254372,3419,0.6794515103338633,405,0.08048489666136725,3831,2.8842454546395904,5.029809220985691,12655,5032,3.788442476571762,0.0007003047549429947,3.003138056523376e-05,0.010588700118530225,1879.0140996749317,381.2711752215084,2495801.112999994,6546,2.6053259141494434
Kent County,10001,1518.568163,2.818529044221365,0.052962062058192656,1.0719631939167393,0.05201354456403376,0.0008853713522036146,0.0005971206568116734,3755.510480170676,279.39440775034444,5702998,2032,0.24573709033740476,5068,0.6128915225541178,1097,0.1326641673721127,6237,4.107158408799066,4.936993590518806,20412,8269,5.445261004065973,0.0004753526727920706,1.8162991885056504e-05,0.00837742504409171,2001.0743047561184,276.7295993989619,3038767.7310000006,10981,2.6473576006772284
New Castle County,10003,1104.150372,2.6746561971281437,0.04583629963333055,1.090056398529853,0.06843624179097466,0.00047369083791253805,0.00020518117376435094,8220.117032211561,166.50911370599226,9076245,4940,0.2143074053186413,13595,0.5897791852848032,4239,0.18389657715500413,18111,16.4026571554694,4.7294260552687515,54509,23051,20.876685444797367,0.0001880577187396248,6.5452727050672335e-06,0.00794364233429342,4723.995567335671,163.24491308838358,5216001.463000032,31952,2.76508611340072
Sussex County,10005,2424.522544,2.7813977457544152,0.04952350205255099,1.0785749881561075,0.054688150081320566,0.001464173389639203,0.00027907193837604634,4295.484376407602,240.25326907815847,10414498,4189,0.23766027459434927,11011,0.6247021445591739,2213,0.12555316010439124,13437,5.542122111115334,4.9186429138772265,43348,17626,7.269884969153745,0.0002505703427890787,8.526301147491988e-06,0.010150410630248224,2278.0231636402464,234.39793387938627,5523118.515999978,23563,2.659707250652445
District of Columbia,11001,158.351639,2.8492319889010007,0.03991399817253546,1.037752180172784,0.07009263322810083,0.0012589912335368991,0.000535483885541439,20985.667309701807,121.89996016287009,3323114,655,0.06490932514121495,5450,0.5400852244574373,3742,0.37082548805866616,9436,59.588900118678275,5.403032405113468,27261,10091,63.72526399931989,0.0006773063968948406,1.5003760315182655e-05,0.004401892813909981,12587.719916179722,121.43076941821514,1993286.0800000015,16415,3.2706372014666534
Alachua County,12001,2266.400894,2.790464496211058,0.02523258301940549,1.0814161264366642,0.038184114510243894,0.0004002255818684924,0.0003400798321059106,3858.150614548809,253.18844110493598,8744116,3734,0.2619983160258209,8084,0.5672186359809149,2297,0.16117036205444848,10517,4.640397040012816,4.846477687342127,34536,14252,6.288384388538809,0.0002796319952827773,1.0555240510227204e-05,0.0063701644660643965,2086.1325454454345,250.8628782299585,4728012.666000028,18847,2.635980914959304
Baker County,12003,1515.738965,2.7734574196838357,0.01546986444545568,1.0820972370716762,0.033350331463539086,0.0010309492965229227,0.0024123468867404537,1634.8728615022508,534.5212465487512,2478040,624,0.31820499745028047,1151,0.5869454360020397,178,0.09077001529831719,1337,0.8820780034509438,4.728199898011219,4636,1961,1.2937583880084524,0.001960378044726379,7.730459332382982e-05,0.004314063848144953,848.1621339067447,536.7817933194157,1285592.3950000005,2395,2.4533401325854154
Bay County,12005,1964.404472,2.928709543691291,0.024348608042085666,1.0789453075205804,0.035607473868111375,0.0007478598892168668,0.00046336169000808,3336.5900548611417,223.2733487191699,6554412,2549,0.22643688371679843,6511,0.5783956649196056,2135,0.18965976725592965,8708,4.432895630264071,5.215599182730745,29356,11257,5.730489906968609,0.00036384433200732007,1.3335370018375623e-05,0.006131625562065677,1771.0718207935336,224.87889632215112,3479101.405,15471,2.7386515057297682
Bradford County,12007,761.362376,2.8094654409261195,0.018023024086686285,1.068967015708044,0.025161729656111704,0.0008817219941199438,0.0024510635454927055,2240.372208778544,363.2314965928451,1705735,581,0.2967313585291113,1118,0.5709908069458631,258,0.1317671092951992,1377,1.8086000088872265,4.796731358529112,4696,1958,2.571705749746688,0.001952910615566418,7.677543186180423e-05,0.002129471890971039,1161.8062146007592,358.555143899473,884555.5399999999,2467,2.539325842696629
Brevard County,12009,2629.333877,2.795843717648961,0.027378509861354653,1.0989426192639582,0.054597855399204004,0.0008098771450459463,0.00019506537326024963,4756.514836856562,188.51789386653937,12506465,4976,0.19079023043594953,16519,0.6333729534910472,4305,0.16506268931406004,21105,8.02674783321175,5.08730493462674,66341,26081,9.919242370907162,0.00017867036800402387,5.775899846380666e-06,0.006858503791019129,2671.452727796719,192.46331537702687,7024141.157999973,36496,2.7832521759135003
Broward County,12011,3120.024303,2.7353266944760737,0.031357333948809823,1.1169239338368955,0.05228338513550375,0.00040437523335216415,0.00010407466261602143,5952.536752083045,149.2331002892711,18572059,7638,0.1561835432684443,29625,0.6057786684115819,11004,0.22501226893505644,41266,13.226179026977919,5.0895632259119905,124450,48904,15.6742368810965,8.320748876664659e-05,3.0773552568744347e-06,0.01446364001607071,3578.145657476363,154.77902355534835,11163901.411000166,72128,2.9161827253394406
Calhoun County,12013,1469.389207,2.810146540530515,0.012579305243589533,1.0747758976066657,0.02467074754219999,0.0009637032649883682,0.0026820251024659647,1641.0568027263257,557.1513756931588,2411351,580,0.32276015581524764,1063,0.5915414579855315,154,0.08569838619922092,1217,0.828235292734119,4.816917084028937,4328,1797,1.2229571249327953,0.0016137775663225017,8.402890594364462e-05,0.0018484288354898336,821.5516768798474,556.8169589483391,1207179.1669999992,2168,2.440178074568726
Charlotte County,12015,1764.104254,2.9568007896772497,0.02390932716730007,1.075824417536757,0.0372308381161721,0.0006267258228927451,0.00033634015782399847,4853.707013395089,189.8251976411624,8562445,2497,0.15246061790206375,11059,0.6752350714372939,2782,0.16986201001343265,13881,7.868582578680182,5.508242764684333,45107,16378,9.284031804165696,0.0002190138009232343,9.177112244475928e-06,0.017425233334072317,2561.556325684173,189.89168428793792,4518852.411000059,23797,2.8680547075344975
Citrus County,12017,1507.111917,2.917577948486225,0.02239982139137247,1.0790464950776388,0.035306522066576064,0.0013428605041376316,0.00033680398943813087,6049.0136864865535,225.60668695092644,9116540,3459,0.22329094312826803,9819,0.6338519140145891,2180,0.14072687366858175,12032,7.983481428473105,5.217093796397909,40409,15491,10.278599635013038,0.0002595792011550844,9.689218245846974e-06,0.01492241827315697,3157.2717383005006,224.83282281232232,4758361.8619999895,21164,2.6955651668710865
Clay County,12019,1566.439483,2.7928794267886823,0.022928507145999536,1.0936495058237463,0.035949124070074244,0.000663058011853759,0.0004927057564903102,3501.273444982477,235.51908640013656,5484532,2848,0.292913709760362,5635,0.5795536357091433,1192,0.12259590661318523,6875,4.38893431544077,4.7900853645994035,23287,9723,6.207070305313543,0.0003453572623585458,1.5465978842950916e-05,0.015545153948554987,1857.9063325359273,233.3465230115462,2910297.835000004,12472,2.5404710480304433
Collier County,12021,5176.983078,2.680004558607863,0.027677548922838798,1.101105749577256,0.0510286597692956,0.00018040943315150354,0.0002805094055897411,1889.8026166196485,246.63396609357775,9783476,4175,0.2482459269829944,9599,0.5707575217029374,2859,0.16999643239386372,12643,2.4421559447871157,4.717326673801879,39668,16818,3.248610193738014,0.0003320158891850423,8.940010189109394e-06,0.024478168801048705,1067.5467666653335,240.7611215857132,5526671.546000047,22955,2.677131644666429
Columbia County,12023,2065.628007,2.8126005199830946,0.019912152767039226,1.0689513730941707,0.02758328798597256,0.00045221648783214726,0.0008741707488066917,2434.591795307693,378.6297995783753,5028960,1632,0.29602757119535644,3186,0.5779067658262289,652,0.11826591692363504,3881,1.8788474918272158,4.818429167422456,13282,5513,2.668921984654326,0.0007154331594806209,2.746389512784765e-05,0.0022586959795211563,1266.5578933545128,377.52344256854263,2616237.4570000004,6930,2.523308543442772
DeSoto County,12027,1649.978043,2.922006910019524,0.019348156303899938,1.0648221694506002,0.043367883430974835,0.0005330887739700372,0.0023065004220050034,1229.638174039627,357.4482008456655,2028875,559,0.25191527715187023,1304,0.5876520955385308,352,0.15863001351960343,1660,1.0060739941616301,5.11581793600721,5676,2219,1.3448663813522033,0.0014932119887201166,6.777976096337634e-05,0.003875968992248062,632.5781597082757,354.170367831694,1043740.0740000024,2947,2.658404686795854
Dixie County,12029,1826.212966,2.8839202534004142,0.017296699861452384,1.0800596166272822,0.026607043040804943,0.00047871627119766135,0.002755466853740765,973.547752151924,403.4276215112317,1777905,502,0.2806036892118502,1043,0.5830072666294019,242,0.13527110117384014,1287,0.7047370837690131,4.926774734488541,4407,1789,0.9796228771272452,0.0027420282459133223,8.396540625262393e-05,0.002269117313365101,511.80330684389537,405.66919921874927,934661.8349999983,2304,2.5762996087199554
Duval County,12031,1975.764931,2.8182288074252324,0.03134826174696955,1.079162413366976,0.04695107932047322,0.00038240595414423177,0.00012670693001394514,7898.995385600351,160.76638997280477,15606558,9135,0.23336313705454081,22380,0.5717205262485631,7280,0.18597522033465322,30010,15.189053884467393,4.959816068463406,97076,39145,19.81257961704352,0.00011878568789067196,3.843493617938461e-06,0.005665664015822655,4476.350121531782,165.0317327349757,8844215.589000082,53591,2.727909056073573
Escambia County,12033,1701.448275,2.8682536306738964,0.028954313508157553,1.0736604153104474,0.04589131271394204,0.0005824707666719232,0.00030917626286073896,4707.93369019696,191.3365736534098,8010305,3789,0.23023637357963178,9308,0.5655951874582245,3155,0.1917117336087987,12668,7.445421754005422,5.087804581636993,41865,16457,9.672348105909949,0.0002441456954537457,9.137241836024687e-06,0.005661053385883196,2524.135917678727,190.91739066459266,4294686.703000012,22495,2.7274715926353528
Flagler County,12035,1257.367545,2.771771099744258,0.024007549548636407,1.0669999766150733,0.0473625319693095,0.0006723482086892279,0.0007747254881516725,2782.126390895508,230.7794847605222,3498155,1584,0.2531969309462916,3919,0.6264386189258312,702,0.11221227621483376,4672,3.7156995331862173,4.845907928388747,15158,6256,4.975474374917161,0.000679902670096205,2.4089671991769643e-05,0.006993006993006993,1501.551409138685,231.7419920216029,1888002.008999999,8147,2.6024616368286444
Franklin County,12037,1411.918808,2.9849215922798527,0.024393681461950593,1.0659289988344014,0.028447929232006446,0.00020887987718695047,0.0031492669546093876,833.0491550474464,271.89037679149277,1176197,461,0.2780458383594692,860,0.5186972255729795,329,0.19843184559710494,1197,0.8477824597404188,5.218335343787696,4326,1658,1.1742884864240721,0.0024857000612776396,9.056330374932077e-05,0.006010171058714748,419.98988584901764,270.40201504788007,592991.619000001,2193,2.63751507840772
Gadsden County,12039,1337.19323,2.7874881516587595,0.020568219986698635,1.0830035861114395,0.037682991047919785,0.0004707851894225637,0.0015286507170917123,2068.8267962589093,361.4346989809254,2766421,851,0.2688783570300158,1904,0.6015797788309637,394,0.12448657187993681,2314,1.7304903645077532,4.836650868878357,7654,3165,2.366898013684978,0.0013416061128128196,4.7804201600664126e-05,0.003919519205644107,1118.8637763294698,366.3411035749269,1496137.0670000014,4084,2.5867298578199054
Gilchrist County,12041,905.70552,2.855885416666669,0.014837667661975591,1.0732611704688098,0.03937500000000007,0.0011059906521046345,0.0031253908692932876,2239.6206385051023,507.36287518759275,2028436,463,0.289375,906,0.56625,221,0.138125,1137,1.2553749258368216,4.9975,3998,1600,1.7665786115557738,0.002471063880560398,9.409993413004612e-05,0.005502751375687844,1124.3384372880926,502.6256312931882,1018319.5289999993,2026,2.553125
Glades County,12043,2089.270942,2.6998311625663356,0.01860359821932873,1.0890915782992392,0.03318861553304394,0.00033078914924708985,0.003359632641042253,708.1589808470146,461.4897008733631,1479535,413,0.2988422575976845,818,0.5918958031837916,150,0.1085383502170767,969,0.46379815107771694,4.639652677279305,3206,1382,0.6614747624245664,0.003122964417184775,0.00010947083651811847,0.004990642545227698,379.33628859133364,459.97462855484594,792536.2849999996,1723,2.512301013024602
Gulf County,12045,1433.785086,2.9156970912738154,0.025838070131665093,1.0748071303545104,0.04358074222668003,0.0007237012657155381,0.002536963625447416,1126.6022319331062,320.4335405673479,1615305,573,0.28736208625877635,1130,0.5667001003009027,286,0.14343029087261785,1421,0.991082982990381,5.05616850551655,5041,1994,1.3907244673348484,0.00195597895372766,7.54526736835621e-05,0.008728426899424718,572.7968354665944,318.8150465838506,821267.559999999,2576,2.5722166499498496
Hamilton County,12047,1330.689579,2.847429519071309,0.016336333547017634,1.0824353998112586,0.03824626865671648,0.0006557132405211647,0.003117579495181152,1753.0362902165618,579.1328507944386,2332747,434,0.26990049751243783,926,0.5758706467661692,246,0.15298507462686567,1174,0.8822493378825806,5.009950248756219,4028,1608,1.2083960266739264,0.002188877810690106,9.472480412363341e-05,0.003475670307845084,912.3780708588522,580.6274466762306,1214091.9909999983,2091,2.611940298507463
Hardee County,12049,1651.867901,2.9628325896545946,0.01970035832029677,1.0579385782775454,0.037018674599239784,0.0013894047858278693,0.0025468045423425417,1414.7813179160496,451.33871108536084,2337031,538,0.2667327714427367,1120,0.555280118988597,354,0.17550818046603867,1479,0.8953500453060743,5.134357957362419,5178,2017,1.2210419481963164,0.0017633970448066407,7.477753682793689e-05,0.002317497103128621,724.0731073446765,451.8598881752922,1196073.1239999984,2647,2.6440257808626675
Hendry County,12051,2994.62071,2.961415015350266,0.01822893697499559,1.086050868040557,0.03620801935063719,0.0006480510994204805,0.0014377092146626014,1111.078656769193,360.63940559289045,3327259,962,0.26849009210159086,1908,0.5325146525258163,701,0.1956461066145688,2621,0.8752360495095888,5.149874406921574,9226,3583,1.1964787353654547,0.000850704874295039,4.200847011754469e-05,0.011055712117927595,575.8164579046131,359.46464248488587,1724351.8899999976,4797,2.661177783979905
Hernando County,12053,1224.692722,2.926817235693198,0.02417690301116314,1.0656266079797638,0.036955640256264355,0.0006144615781027971,0.000419333624175562,5539.531650780944,212.81837304724473,6784224,2791,0.22634011840077853,7345,0.5956532316924824,2152,0.17451950368988728,9540,7.789709066304062,5.170383586083854,31878,12331,10.068648060439768,0.0003370055445845369,1.2185581984878598e-05,0.004266265135830353,2946.5478549647287,214.58141838615776,3608615.713000015,16817,2.72540750952883
Highlands County,12055,2632.952088,3.0145892233493448,0.023743378605252292,1.0598920667738525,0.038059205055712184,0.00037544834193054894,0.00045961401025438,2739.312567392236,217.0276154424827,7212478,2010,0.167137867952769,8012,0.6662231831032762,1989,0.16539165142191917,10016,3.804095048158734,5.526858473307833,33233,12026,4.567496710179407,0.0003108192678123794,1.3254251496968913e-05,0.004212680167303584,1412.719686375089,217.66184375914304,3719623.2479999955,17089,2.832862132047231
Hillsborough County,12057,2642.602901,2.8273761713519088,0.03030825934318293,1.1031154254858446,0.04884151992585713,0.0006153164066197325,0.00010466166235598239,7936.5692855568295,169.9996840287908,20973201,10177,0.20959736381423127,28096,0.5786427762331376,9801,0.20185356811862837,38378,14.522802493510165,5.081742354031511,123372,48555,18.373929727249624,9.410850266967626e-05,3.104713717947538e-06,0.009418668741691795,4464.369358534975,173.06081000440128,11797555.418000035,68170,2.7883431160539596
Holmes County,12059,1239.988859,2.7666091954022876,0.016259133153711323,1.067102299730602,0.03460919540229875,0.0021836767126355893,0.0016072129509581317,2512.4526155117705,461.13280817051606,3115413,1022,0.3524137931034483,1595,0.55,280,0.09655172413793103,1878,1.5145297365933834,4.6593103448275865,6756,2900,2.3387306901601765,0.0012477731105089472,5.22503620396957e-05,0.0041444641799881585,1268.3670934498273,457.33092904914156,1572761.0649999978,3439,2.393793103448276
Indian River County,12061,1302.197699,2.896052489469685,0.026758298051488327,1.0867703983070867,0.04544047233322491,0.0007254315899804338,0.000576062792104193,3644.4828382391247,192.21697715674273,4745837,1628,0.17582892320984989,5796,0.6259855275947727,1788,0.19310940706339777,7631,5.860093291410431,5.33318932930122,24690,9259,7.110287483314006,0.0004450116794541656,1.623778917353268e-05,0.01543134872417983,1991.0851170994204,194.44926188690647,2592786.458000011,13334,2.8439356301976457
Jackson County,12063,2378.066857,2.8301506864007155,0.016194693019321957,1.0620451297926559,0.03701737451737474,0.000660221171479984,0.0007932711472534301,2808.7189022205102,435.901672779483,6679321,1690,0.27187902187902185,3790,0.6097168597168597,719,0.11566924066924067,4526,1.9032265584449044,4.93018018018018,15323,6216,2.6138878230873894,0.0005762266457892639,2.4287000501920045e-05,0.0034588527050838608,1461.7634255183652,435.8835304075251,3476171.1550000124,7975,2.574002574002574
Jefferson County,12065,1549.056458,2.6262997841867746,0.016216452747768104,1.0791283293647955,0.04059250539533067,0.0006394112921114825,0.00268431995263619,1311.8012513395427,524.8073863636363,2032054,431,0.25367863449087696,1076,0.633313713949382,183,0.10771041789287816,1267,0.8179172511477306,4.557975279576222,3872,1699,1.0967966927387485,0.00326709903896496,8.948070592745247e-05,0.0025826446280991736,715.4397280205511,504.67055145719416,1108256.5309999983,2196,2.6062389640965273
Lafayette County,12067,1407.329163,2.910650623885917,0.01558486101876382,1.0764911961466026,0.03186274509803919,0.0012008234070657437,0.006811559965351668,896.0088912759907,662.6271376773506,1260979,224,0.2994652406417112,394,0.5267379679144385,130,0.17379679144385027,524,0.3723364894130315,5.088235294117647,1903,748,0.5315032329789076,0.004951081868507114,0.00020168067226890757,0.0021019442984760903,449.31398895483517,660.7447021943568,632332.6799999995,957,2.5748663101604277
Lake County,12069,2436.872973,2.8204006499772065,0.025306830889562964,1.0994894158775899,0.0446199157060894,0.0006072405239227618,0.00025538780384526215,4324.607067649533,212.81766760233305,10538518,4649,0.236073731782867,12313,0.6252475498908242,2636,0.13385466917178693,15043,6.173075152735915,5.029096633321485,49519,19693,8.081258324990253,0.00017594414235281306,7.635870410396896e-06,0.012823360730224762,2299.064639016787,211.5838393443865,5602528.48200001,26479,2.6627735743665264
Lee County,12071,2030.703925,2.8087573928966374,0.02847713274793013,1.098726652253795,0.047932240535589185,0.0009546867321251245,0.00011776931581708791,9929.270694643441,173.60847379523443,20163408,7125,0.16042961361794109,28225,0.6355264342970368,8679,0.19542015671440152,37287,18.36161320267306,5.230253084751869,116143,44412,21.870248761153107,9.686771430925704e-05,3.3837945395453722e-06,0.036678921674143085,5557.150991866013,171.30040880111653,11284928.330999956,65878,2.875529136269477
Leon County,12073,1727.201409,2.7004703680007487,0.027788034795597858,1.0945613908453669,0.04929030117769777,0.0005854324338127729,0.0003371466433046276,4083.128587234677,211.43413128466239,7052385,3466,0.24639226558612354,8742,0.6214544679036041,1691,0.12021042155399161,10601,6.137674474303304,4.742304684723111,33355,14067,8.144388909539154,0.0002977814582687891,1.0699166418061413e-05,0.0067156348373557185,2222.589066912934,206.59019309008798,3838858.968000015,18582,2.63218881069169
Levy County,12075,2896.206276,2.934351084183694,0.017406736705613726,1.053195224147186,0.024165603741496577,0.0002848325816379042,0.000819949052815201,2073.9974378813863,372.510040062015,6006724,1517,0.24186862244897958,3725,0.5939094387755102,1027,0.16374362244897958,4755,1.6418029473257036,5.141900510204081,16125,6272,2.1655916058100555,0.0010009338562386263,2.3975645108504153e-05,0.0039689922480620156,1081.157401303831,373.0348881343824,3131254.851000006,8394,2.681122448979592
Liberty County,12077,2164.099093,2.7225477430555522,0.01391879040050667,1.090384197953318,0.04709201388888889,0.0016737199898000281,0.0060537538026945135,763.9941920164188,927.2905989904652,1653359,262,0.3411458333333333,446,0.5807291666666666,47,0.061197916666666664,506,0.23381554090416137,4.643229166666667,1783,768,0.35488208579920144,0.00673519615022046,0.00019639934533551557,0.005608524957936063,384.9150769918097,926.5788309232487,832994.3690000005,899,2.3619791666666665
Madison County,12079,1802.9516,2.8275462962963,0.015034493249820898,1.0725651285724414,0.049611111111111016,0.0008755707721077877,0.002863319127910558,1640.376975732455,637.9465688093164,2957520,377,0.20944444444444443,1188,0.66,231,0.12833333333333333,1423,0.7892613423455183,5.151111111111111,4636,1800,0.9983629066914497,0.0022497454924624554,8.46681085022293e-05,0.0030198446937014668,858.1485282244987,637.4949575607768,1547200.2620000052,2427,2.713888888888889
Manatee County,12081,1924.69921,2.7731678004535514,0.03248674288512253,1.1151190790748295,0.06459721412374518,0.0004696328292612844,0.00027681232501713303,4300.96447641811,177.15044041173576,8278062,3434,0.1868843537414966,11662,0.6346666666666667,3093,0.1683265306122449,14941,7.762771409876559,5.0861496598639455,46729,18375,9.546946299209008,0.00023566570730446787,8.187512197416026e-06,0.021100387339767598,2385.452625607924,175.1995262153704,4591278.783999997,26206,2.804843537414966
Marion County,12083,4114.226894,2.9200198031335334,0.02329302498274489,1.0643944291020173,0.041440802775767,0.00044228783443084764,0.0001845724446845158,4168.21970635824,226.9497189894506,17149001,5638,0.19702952996680062,18220,0.6367289882928534,4649,0.16246723746286912,22976,5.584524284138812,5.28135593220339,75563,28615,6.95513415697389,0.00013949480594231242,5.255388679957559e-06,0.008085968000211744,2193.432433238088,226.19507486966117,9024278.707000002,39896,2.7717630613314697
